Price,Rooms,Type,Status,Parking Spaces,Land Size,Building Size,Architecture Style,County,Provider
"USD $3,000 per month","2 bedroom(s), 3 bathroom(s)",Apartment,Active,,"54,810.67 m2",177.44 m2,Other,Dallas,Julie Greer Real Estate
"USD $2,100 per month","3 bedroom(s), 3 bathroom(s), 1 livingroom(s), 1 basement(s)",Other,Active,2,"71,912.70 m2",273.60 m2,Other,,
"USD $1,500 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,,,46.45 m2,Other,Windham,Brattleboro Area Realty
"USD $1,300 per month","1 bedroom(s), 1 bathroom(s)",Townhouse,Active,,,28.80 m2,Other,Rockingham,Bentley By The Sea
"USD $1,800 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,1,,66.43 m2,Other,Hillsborough,Keller Williams Realty Metropolitan
"USD $5,000 per month","4 bedroom(s), 5 bathroom(s), 1 livingroom(s), 1 basement(s)",House,Active,2,"14,164.01 m2",326.28 m2,Other,Bennington,Josiah Allen Real Estate inc.
"USD $1,800 per month","1 bedroom(s), 1 bathroom(s), 1 livingroom(s), 1 basement(s)",Apartment,Active,,404.69 m2,65.03 m2,Other,,
"USD $3,950 per month","3 bedroom(s), 2 bathroom(s)",House,Active,2,,167.23 m2,Other,Cook,HomeSmart Connect Real Estate
"USD $1,650 per month","2 bedroom(s), 1 bathroom(s)",Townhouse,Active,,"1,011.72 m2",72.00 m2,Other,Grafton,Central Gold Key Realty
,,Other,Active,,323.75 m2,269.42 m2,Other,Hillsborough,MC440 LLC dba Keller Williams Gateway Realty
"USD $2,285 per month","1 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Apartment,Active,,"15,863.69 m2",62.52 m2,Other,Hillsborough,"Brady Sullivan Properties, LLC"
"USD $2,700 per month","2 bedroom(s), 1 bathroom(s)",Apartment,Active,1,,92.90 m2,Other,Rockingham,Bentley By The Sea
"USD $1,495 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,,,55.74 m2,Other,Hillsborough,"Tinkham Realty, Inc."
"USD $3,290 per month","2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Apartment,Active,2,,141.21 m2,Other,Hillsborough,"Brady Sullivan Properties, LLC"
"USD $1,885 per month","2 bedroom(s), 1 bathroom(s)",Apartment,Active,,,91.42 m2,Other,Belknap,"Brady Sullivan Properties, LLC"
"USD $3,405 per month","3 bedroom(s), 3 bathroom(s)",Apartment,Active,1,,158.49 m2,Other,Grafton,"Brady Sullivan Properties, LLC"
"USD $2,150 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,,,98.85 m2,Other,Hillsborough,"Brady Sullivan Properties, LLC"
"USD $55,000 per month",,Other,Active,,,518.03 m2,Other,Crawford,Neppl Real Estate
"USD $45,000 per month",,Other,Active,,242.81 m2,,Other,Ringgold,Ringgold Realty LLC
"USD $401,500 per month",,Other,Active,,,,Other,Washington,Keller Williams Legacy Group
"USD $5,000 per month","1 bedroom(s), 2 bathroom(s)",Apartment,Active,2,"1,396.43 m2",153.38 m2,Other,Los Angeles,
"USD $4,300 per month","3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Apartment,Active,2,"3,027.25 m2",184.88 m2,Other,Los Angeles,
"USD $2,550 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,2,"4,156.95 m2",56.67 m2,Other,Los Angeles,
"USD $1,450 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,,588.35 m2,37.16 m2,Other,Orange,Compass
"USD $4,180 per month","4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",House,Active,2,281.77 m2,228.54 m2,Other,,
"USD $5,700 per month","4 bedroom(s), 3 bathroom(s)",House,Active,3,613.16 m2,292.74 m2,Contemporary,San Diego,
"USD $6,250 per month","4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",House,Active,3,557.42 m2,268.03 m2,Other,Orange,
"USD $8,400 per month","3 bedroom(s), 4 bathroom(s), 1 livingroom(s)",House,Active,2,297.29 m2,292.18 m2,Contemporary,Orange,
"USD $3,300 per month","3 bedroom(s), 3 bathroom(s)",House,Active,2,364.18 m2,158.03 m2,Contemporary,Riverside,
"USD $2,400 per month","2 bedroom(s), 1 bathroom(s)",House,Active,,557.42 m2,92.90 m2,Other,Riverside,
"USD $3,400 per month","3 bedroom(s), 2 bathroom(s)",Townhouse,Active,2,,127.46 m2,Other,Orange,Sur West Homes
"USD $4,495 per month","3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",House,Active,2,921.41 m2,152.55 m2,Other,Los Angeles,
"USD $1,600 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,"1,045.16 m2",97.36 m2,Other,San Bernardino,
"USD $3,800 per month","1 bedroom(s), 1 bathroom(s)",House,Active,1,"3,632.97 m2",67.63 m2,Other,Los Angeles,
"USD $7,500 per month","4 bedroom(s), 3 bathroom(s)",House,Active,2,344.58 m2,235.14 m2,Mediterranean,Los Angeles,
"USD $3,195 per month","3 bedroom(s), 3 bathroom(s)",House,Active,2,809.37 m2,173.73 m2,Other,Riverside,
"USD $4,200 per month","3 bedroom(s), 3 bathroom(s)",Apartment,Active,2,604.06 m2,111.48 m2,Other,Los Angeles,
"USD $4,200 per month","3 bedroom(s), 3 bathroom(s)",Apartment,Active,2,604.06 m2,111.48 m2,Other,Los Angeles,
"USD $4,200 per month","3 bedroom(s), 3 bathroom(s)",Apartment,Active,2,604.06 m2,111.48 m2,Other,Los Angeles,
"USD $4,200 per month","3 bedroom(s), 3 bathroom(s)",Apartment,Active,2,604.06 m2,111.48 m2,Other,Los Angeles,
"USD $2,500 per month","2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Apartment,Active,,752.70 m2,92.90 m2,Other,Los Angeles,Exquisite Estates Inc.
"USD $3,600 per month","3 bedroom(s), 4 bathroom(s)",Apartment,Active,2,,150.69 m2,Other,Los Angeles,First Team Real Estate
"USD $7,495 per month","3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",House,Active,2,125.23 m2,129.32 m2,Modern,,
"USD $5,000 per month","3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",House,Active,2,447.42 m2,150.04 m2,Other,Orange,
"USD $3,600 per month","3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Apartment,Active,2,283.26 m2,155.33 m2,Contemporary,Ventura,
"USD $4,200 per month","3 bedroom(s), 3 bathroom(s)",Apartment,Active,2,604.06 m2,111.48 m2,Other,Los Angeles,
"USD $3,000 per month","2 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Apartment,Active,2,"28,501.82 m2",70.33 m2,Other,Los Angeles,
"USD $7,500 per month","5 bedroom(s), 3 bathroom(s)",House,Active,2,"1,370.97 m2",315.41 m2,New Traditional,Los Angeles,
"USD $4,200 per month","3 bedroom(s), 3 bathroom(s)",Apartment,Active,2,604.06 m2,111.48 m2,Other,Los Angeles,
"USD $5,500 per month","4 bedroom(s), 3 bathroom(s)",Apartment,Active,2,,204.02 m2,Other,Orange,Surterre Properties
"USD $4,200 per month","2 bedroom(s), 2 bathroom(s)",House,Active,,706.16 m2,138.24 m2,Other,Los Angeles,Masters Realty
"USD $2,950 per month","2 bedroom(s), 2 bathroom(s)",House,Active,1,222.97 m2,116.13 m2,Other,San Luis Obispo,
"USD $2,750 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,1,437.57 m2,102.19 m2,Other,Los Angeles,
"USD $13,000 per month","4 bedroom(s), 5 bathroom(s), 1 livingroom(s), 2 basement(s)",House,Active,2,645.40 m2,280.29 m2,Craftsman,,
"USD $2,650 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,2,"40,827.63 m2",86.96 m2,Other,,
"USD $4,300 per month","3 bedroom(s), 1 bathroom(s), 1 livingroom(s)",House,Active,4,511.15 m2,99.22 m2,Other,Los Angeles,
"USD $4,200 per month","3 bedroom(s), 3 bathroom(s)",Apartment,Active,2,604.06 m2,111.48 m2,Other,Los Angeles,
"USD $3,650 per month","4 bedroom(s), 2 bathroom(s)",House,Active,2,666.67 m2,120.22 m2,Other,Orange,
"USD $4,200 per month","3 bedroom(s), 3 bathroom(s)",Apartment,Active,2,604.06 m2,111.48 m2,Other,Los Angeles,
"USD $3,200 per month","3 bedroom(s), 3 bathroom(s)",Apartment,Active,2,"20,039.56 m2",136.57 m2,Other,Los Angeles,
"USD $3,000 per month",,Other,Active,,,124.77 m2,Other,Los Angeles,Berkshire Hathaway HomeServices Crest Real Estate
"USD $8,200 per month","4 bedroom(s), 4 bathroom(s)",House,Active,3,741.74 m2,293.20 m2,Other,San Diego,
"USD $2,500 per month","2 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Apartment,Active,1,"13,703.48 m2",55.46 m2,New Traditional,Los Angeles,
"USD $2,095 per month","1 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Apartment,Active,1,"60,735,220.00 m2",55.74 m2,Modern,Los Angeles,Keller Williams Real Estate Services
"USD $3,750 per month","2 bedroom(s), 3 bathroom(s)",Apartment,Active,2,130.06 m2,113.62 m2,Other,Orange,
"USD $2,500 per month","2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Apartment,Active,1,,98.76 m2,Other,Riverside,
"USD $3,250 per month","2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Apartment,Active,2,,111.20 m2,New Traditional,Orange,First Team Real Estate
"USD $2,900 per month","2 bedroom(s), 1 bathroom(s)",Townhouse,Active,3,725.76 m2,113.81 m2,Other,,
"USD $5,795 per month","4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",House,Active,3,254.00 m2,254.00 m2,Other,Ventura,
"USD $8,200 per month","4 bedroom(s), 5 bathroom(s), 1 livingroom(s)",House,Active,5,"1,049.80 m2",382.20 m2,Ranch,Los Angeles,
"USD $8,500 per month","4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",House,Active,2,729.38 m2,259.66 m2,Other,Los Angeles,
"USD $13,900 per month","4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",House,Active,2,312.15 m2,192.12 m2,Other,Orange,
"USD $3,950 per month","2 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Apartment,Active,2,243.22 m2,135.45 m2,Mediterranean,,
"USD $4,750 per month","3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Apartment,Active,1,697.61 m2,92.90 m2,Other,Los Angeles,
"USD $2,150 per month",1 bathroom(s),Apartment,Active,,575.07 m2,41.81 m2,Other,Los Angeles,
"USD $1,200 per month",1 bathroom(s),Apartment,Active,1,674.94 m2,21.37 m2,Other,Los Angeles,RE/MAX Premier Properties
"USD $2,750 per month","1 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Apartment,Active,2,"12,631.28 m2",75.25 m2,Other,Los Angeles,
"USD $7,500 per month","5 bedroom(s), 5 bathroom(s), 1 livingroom(s)",House,Active,3,748.80 m2,301.93 m2,Other,Los Angeles,
"USD $7,000 per month","5 bedroom(s), 4 bathroom(s)",House,Active,2,465.35 m2,256.51 m2,Other,Los Angeles,
"USD $3,280 per month","3 bedroom(s), 3 bathroom(s)",House,Active,2,232.26 m2,159.14 m2,Other,San Bernardino,
"USD $2,500 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,1,106.56 m2,84.73 m2,Other,Riverside,
"USD $4,000 per month","3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Apartment,Active,2,,106.00 m2,Other,Orange,
"USD $1,100 per month",1 bathroom(s),Apartment,Active,,349.04 m2,29.73 m2,Other,Los Angeles,First Team Real Estate
"USD $5,700 per month","2 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Townhouse,Active,2,,124.12 m2,New Traditional,,
"USD $3,300 per month","3 bedroom(s), 3 bathroom(s)",House,Active,2,652.55 m2,172.80 m2,Other,Los Angeles,
"USD $2,900 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,1,0.09 m2,89.84 m2,Other,Orange,
,,Other,Active,,,464.52 m2,Other,San Bernardino,Coldwell Banker Commercial Real Estate Solutions
"USD $3,200 per month","2 bedroom(s), 2 bathroom(s)",Townhouse,Active,2,"11,735.51 m2",119.01 m2,Other,Los Angeles,
"USD $1,600 per month",1 bathroom(s),Apartment,Active,,696.77 m2,46.08 m2,Spanish,San Bernardino,Realty Vault
"USD $2,200 per month","2 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Townhouse,Active,1,674.94 m2,63.36 m2,Other,,
"USD $2,600 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,1,"1,218.14 m2",37.16 m2,Other,Orange,
"USD $3,995 per month","3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",House,Active,2,704.02 m2,122.63 m2,Other,Los Angeles,
"USD $4,000 per month","2 bedroom(s), 3 bathroom(s)",Townhouse,Active,2,"3,527.71 m2",161.37 m2,Mediterranean,,
"USD $1,899 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,1,"1,116.23 m2",51.84 m2,Other,San Diego,Willis Allen Real Estate
"USD $3,500 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,570.89 m2,111.48 m2,Other,Los Angeles,
"USD $6,300 per month","4 bedroom(s), 3 bathroom(s)",House,Active,2,791.63 m2,230.77 m2,Other,Los Angeles,
"USD $2,400 per month","2 bedroom(s), 1 bathroom(s)",House,Active,4,486.81 m2,86.40 m2,Other,San Bernardino,
"USD $1,800 per month","3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Apartment,Active,3,890.31 m2,97.55 m2,Other,San Bernardino,
"USD $3,400 per month","3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Apartment,Active,2,"3,596.37 m2",185.81 m2,New Traditional,Los Angeles,
"USD $3,495 per month","4 bedroom(s), 2 bathroom(s), 1 livingroom(s)",House,Active,12,849.88 m2,115.57 m2,Ranch,Riverside,
"USD $1,400 per month","3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Apartment,Active,2,239.32 m2,134.71 m2,Other,Orange,
"USD $2,600 per month","3 bedroom(s), 3 bathroom(s)",Townhouse,Active,2,,227.61 m2,Other,Kane,HomeSmart Connect Real Estate
"USD $5,000 per month","4 bedroom(s), 2 bathroom(s)",House,Active,2,,306.58 m2,Other,Cook,Solaris Enterprises Inc.
"USD $1,600 per month","4 bedroom(s), 2 bathroom(s)",Other,Active,4,,120.40 m2,Other,Kane,Fox Valley Real Estate
"USD $1,200 per month",1 bathroom(s),House,Active,,,65.03 m2,Other,Cook,Baird & Warner
"USD $1,150 per month","1 bedroom(s), 1 bathroom(s)",Other,Active,,,97.55 m2,Other,Cook,Keller Williams Chicago ONEChicago
"USD $1,800 per month","1 bedroom(s), 1 bathroom(s)",Other,Active,,,65.03 m2,Other,Cook,Berkshire Hathaway HomeServices Chicago
"USD $1,900 per month","2 bedroom(s), 3 bathroom(s)",House,Active,,,,Other,Cook,Exit Strategy Realty
"USD $1,850 per month","3 bedroom(s), 2 bathroom(s)",House,Active,2,,111.48 m2,Other,Cook,Realty Executives Premiere
"USD $1,395 per month","2 bedroom(s), 1 bathroom(s)",Other,Active,2,,66.52 m2,Other,Lake,Thomas Tsaganos
USD $14 per month,,House,Active,,,,Other,Kane,Wheatland Realty
"USD $1,900 per month","2 bedroom(s), 2 bathroom(s)",House,Active,,,,Other,Cook,Exit Strategy Realty
"USD $1,400 per month","2 bedroom(s), 1 bathroom(s)",Other,Active,,,130.06 m2,Other,Cook,Solaris Enterprises Inc.
"USD $2,300 per month","2 bedroom(s), 1 bathroom(s)",Other,Active,1,,92.90 m2,Other,Cook,Dream Town Realty
"USD $1,750 per month","2 bedroom(s), 1 bathroom(s)",Other,Active,1,,130.06 m2,Other,Cook,Berkshire Hathaway HomeServices American Heritage Real Estate
"USD $1,200 per month","1 bedroom(s), 1 bathroom(s)",Other,Active,,,65.03 m2,Other,Cook,Berkshire Hathaway HomeServices American Heritage Real Estate
"USD $2,600 per month","2 bedroom(s), 2 bathroom(s)",Other,Active,1,,,Other,Cook,Jameson Real Estate LLC
"USD $2,850 per month","3 bedroom(s), 3 bathroom(s)",Other,Active,2,,136.38 m2,Other,DuPage,"Your Place Realty, Inc."
"USD $3,000 per month","2 bedroom(s), 2 bathroom(s)",House,Active,1,,139.35 m2,Other,Cook,Dream Town Realty
"USD $1,900 per month","3 bedroom(s), 2 bathroom(s)",Other,Active,1,,130.06 m2,Other,Cook,"eXp Realty, LLC"
"USD $4,600 per month","3 bedroom(s), 3 bathroom(s)",Other,Active,2,,,Other,Cook,Compass
"USD $2,900 per month","2 bedroom(s), 2 bathroom(s)",Townhouse,Active,1,,,Other,Cook,RE/MAX PROPERTIES NORTHWEST
"USD $4,000 per month","3 bedroom(s), 3 bathroom(s)",Townhouse,Active,2,,158.77 m2,Other,Cook,Compass
"USD $1,300 per month","2 bedroom(s), 1 bathroom(s)",Other,Active,,,65.03 m2,Other,Cook,Berkshire Hathaway HomeServices American Heritage Real Estate
"USD $2,600 per month","1 bedroom(s), 1 bathroom(s)",Other,Active,,,,Other,Cook,Compass Real Estate
"USD $1,795 per month","2 bedroom(s), 1 bathroom(s)",Other,Active,2,,106.84 m2,Other,Cook,"eXp Realty, LLC"
"USD $2,276 per month","1 bedroom(s), 1 bathroom(s)",Other,Active,2,,67.35 m2,Other,Cook,Residential Real Estate Services
"USD $1,475 per month","3 bedroom(s), 1 bathroom(s)",House,Active,2,,92.90 m2,Other,Cook,Kale Realty
"USD $2,186 per month","1 bedroom(s), 1 bathroom(s)",Other,Active,1,,57.41 m2,High Rise,Cook,Pearson Group LLC
"USD $3,900 per month","4 bedroom(s), 3 bathroom(s)",Townhouse,Active,1,,,Other,Cook,RE/MAX PROPERTIES NORTHWEST
"USD $3,000 per month","4 bedroom(s), 3 bathroom(s)",Other,Active,2,,223.25 m2,Other,Will,"Honig Realty, Inc. (dba. Coldwell Banker Honig-Bell)"
"USD $1,850 per month","1 bedroom(s), 1 bathroom(s)",Other,Active,1,,65.03 m2,Other,DuPage,Compass Real Estate
USD $22 per month,,Other,Active,,,,Other,Cook,Keller Williams Chicago ONEChicago
"USD $2,000 per month","3 bedroom(s), 2 bathroom(s)",House,Active,1,,139.35 m2,Other,Cook,Compass Real Estate
USD $850 per month,"2 bedroom(s), 1 bathroom(s)",Other,Active,,,83.61 m2,Other,LaSalle,"Janko Realty & Development, LLC"
"USD $2,050 per month","2 bedroom(s), 1 bathroom(s)",Other,Active,2,,83.61 m2,Other,DuPage,Compass Real Estate
"USD $1,400 per month","3 bedroom(s), 1 bathroom(s)",House,Active,,,92.90 m2,Other,Cook,Compass
"USD $1,100 per month","2 bedroom(s), 1 bathroom(s)",Other,Active,16,,65.03 m2,Other,LaSalle,"Janko Realty & Development, LLC"
"USD $2,950 per month","3 bedroom(s), 3 bathroom(s)",Townhouse,Active,2,,,Other,Cook,"Weichert, Realtors-Nickel Group"
"USD $1,900 per month","2 bedroom(s), 1 bathroom(s)",Other,Active,2,,94.76 m2,Other,DuPage,RE/MAX All Pro
"USD $3,795 per month","2 bedroom(s), 2 bathroom(s)",Other,Active,1,,106.84 m2,High Rise,Cook,In Business Real Estate
"USD $1,600 per month","1 bedroom(s), 1 bathroom(s)",Other,Active,1,,74.32 m2,Other,DuPage,Charles Rutenberg Realty
"USD $3,450 per month","4 bedroom(s), 3 bathroom(s)",Other,Active,2,,220.83 m2,Other,Will,Remax of Naperville
"USD $1,300 per month","2 bedroom(s), 1 bathroom(s)",Other,Active,16,,76.18 m2,Other,LaSalle,"Janko Realty & Development, LLC"
"USD $1,495 per month","1 bedroom(s), 1 bathroom(s)",House,Active,1,,83.61 m2,Other,DuPage,Charles Rutenberg Realty
"USD $1,800 per month",1 bathroom(s),House,Active,1,,,Other,Cook,Dream Town Realty
"USD $1,600 per month","1 bedroom(s), 1 bathroom(s)",Other,Active,,,69.68 m2,Other,Cook,Svetlana Kushnareva
"USD $2,000 per month","2 bedroom(s), 1 bathroom(s)",Other,Active,1,,92.90 m2,Ranch,Cook,Real Broker LLC
"USD $2,450 per month","2 bedroom(s), 2 bathroom(s)",Townhouse,Active,1,,,Other,Cook,Keller Williams Realty Infinity
"USD $1,600 per month","1 bedroom(s), 1 bathroom(s)",Other,Active,,,69.68 m2,Other,Cook,Svetlana Kushnareva
"USD $1,750 per month","2 bedroom(s), 1 bathroom(s)",House,Active,,,,Other,Cook,Dream Town Realty
"USD $1,900 per month","3 bedroom(s), 1 bathroom(s)",House,Active,1,,92.90 m2,Other,Cook,Chicagoland Brokers Inc.
"USD $1,000 per month",1 bathroom(s),Other,Active,16,,55.74 m2,Other,LaSalle,"Janko Realty & Development, LLC"
"USD $2,600 per month","2 bedroom(s), 2 bathroom(s)",Other,Active,1,,125.79 m2,Other,Cook,HomeSmart Connect Real Estate
USD $900 per month,"2 bedroom(s), 1 bathroom(s)",Other,Active,,,68.75 m2,Other,LaSalle,"Janko Realty & Development, LLC"
"USD $1,800 per month","2 bedroom(s), 3 bathroom(s)",Other,Active,4,,127.00 m2,Other,McHenry,"Patron, Inc (dba RE/MAX Horizon)"
"USD $1,850 per month","2 bedroom(s), 2 bathroom(s)",Other,Active,3,,91.79 m2,Other,DuPage,HomeSmart Connect Real Estate
"USD $4,300 per month","2 bedroom(s), 3 bathroom(s)",Townhouse,Active,1,,250.84 m2,Other,Cook,Compass Real Estate
"USD $2,450 per month","4 bedroom(s), 2 bathroom(s)",Other,Active,1,,130.71 m2,Other,Cook,Mark Allen Realty
"USD $3,950 per month","2 bedroom(s), 1 bathroom(s)",Other,Active,85,,,Other,Cook,Worth Clark Realty
"USD $1,800 per month","3 bedroom(s), 2 bathroom(s)",House,Active,2,,122.35 m2,Other,Champaign,"Keller Williams The Real Estate Center of Illinois, LLC"
"USD $1,100 per month","1 bedroom(s), 1 bathroom(s)",Other,Active,111,,41.81 m2,Other,Lake,GALLERY REALTY
"USD $3,150 per month","3 bedroom(s), 3 bathroom(s)",Townhouse,Active,2,,157.94 m2,Other,Cook,Chicagoland Brokers Inc.
"USD $4,000 per month","4 bedroom(s), 3 bathroom(s)",Townhouse,Active,,,148.64 m2,Other,Essex,Keller Williams Realty Success
USD $12 per month,,Other,Active,,,,Other,McHenry,Baird & Warner
"USD $2,700 per month","2 bedroom(s), 1 bathroom(s)",House,Active,1,,118.92 m2,Other,Cook,24 Hour Real Estate LLC
"USD $3,800 per month","3 bedroom(s), 3 bathroom(s)",Townhouse,Active,1,,148.64 m2,Other,Cook,Dream Town Realty
"USD $3,450 per month","4 bedroom(s), 2 bathroom(s)",Other,Active,1,,,Other,Cook,Jameson Sotheby's International Realty
"USD $2,000 per month","3 bedroom(s), 1 bathroom(s)",Apartment,Active,1,,114.27 m2,Other,Worcester,Tebo Properties INC DBA KW Pinnacle Central
"USD $2,300 per month","2 bedroom(s), 1 bathroom(s)",Townhouse,Active,2,,74.32 m2,Other,Norfolk,Showcase R P LLC Dba Keller Williams Realty
"USD $1,550 per month","1 bedroom(s), 1 bathroom(s)",House,Active,,,88.26 m2,Other,Cook,Dream Town Realty
USD $16 per month,,Other,Active,,323.75 m2,269.42 m2,Other,Hillsborough,MC 440 LLC DBA Keller Williams Gateway Realty
USD $12 per month,,Other,Active,,,,Other,McHenry,Baird & Warner
"USD $1,800 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,2,,74.32 m2,Other,Bristol,RE/MAX Integrity
"USD $1,800 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,1,,54.81 m2,Other,Norfolk,RE/MAX REAL ESTATE CENTER
"USD $7,000 per month","6 bedroom(s), 5 bathroom(s)",House,Active,2,,260.13 m2,Other,Middlesex,Keller Williams Realty Boston Northwest
"USD $2,600 per month","2 bedroom(s), 1 bathroom(s)",Apartment,Active,1,,88.82 m2,Other,Middlesex,RE/MAX ANDREW REALTY SERVICES
"USD $1,850 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,1,,64.10 m2,Other,Middlesex,Keller Williams Realty Merrimack Valley
"USD $1,150 per month","2 bedroom(s), 2 bathroom(s), 1 livingroom(s), 1 basement(s)",House,Active,,283.28 m2,178.56 m2,Other,Shelby,"Mackenzie Allen, Polston & Associates"
"USD $1,800 per month","2 bedroom(s), 2 bathroom(s), 1 basement(s)",House,Active,,971.25 m2,97.92 m2,Craftsman,Marion,Brooks Real Estate Services LLC
"USD $1,795 per month","3 bedroom(s), 3 bathroom(s), 1 livingroom(s), 1 basement(s)",House,Active,,364.22 m2,154.87 m2,Victorian,Marion,The Wilmoth Group
"USD $1,500 per month","2 bedroom(s), 1 bathroom(s), 1 livingroom(s), 1 basement(s)",House,Active,,485.62 m2,155.24 m2,Craftsman,Marion,Brooks Real Estate Services LLC
"USD $1,800 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,"3,439.83 m2",121.52 m2,Ranch,Hendricks,REMAX At The Crossing
"USD $1,650 per month","3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Townhouse,Active,,80.94 m2,127.37 m2,Other,Polk,"S&D Real Estate Services, LLC"
"USD $1,650 per month","2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Apartment,Active,,"1,254.53 m2",96.25 m2,Other,Orange,Morgan Property Solutions Inc.
"USD $2,300 per month","3 bedroom(s), 3 bathroom(s)",Townhouse,Active,,80.94 m2,156.26 m2,Other,Orange,"Warner Quinlan, Inc."
"USD $2,850 per month","4 bedroom(s), 2 bathroom(s)",House,Active,,526.09 m2,167.32 m2,Other,Hillsborough,eXp Realty LLC
"USD $2,000 per month","2 bedroom(s), 22 bathroom(s), 1 livingroom(s)",Apartment,Active,,,85.94 m2,Other,Pinellas,Keller Williams Realty
"USD $1,650 per month","2 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Apartment,Active,,445.15 m2,69.68 m2,Other,Hillsborough,Smith & Associates Real Estate
"USD $2,400 per month","3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",House,Active,,526.09 m2,117.52 m2,Other,Seminole,RE/MAX 200 Realty
"USD $2,495 per month","4 bedroom(s), 3 bathroom(s)",House,Active,,"1,416.40 m2",164.81 m2,Other,Seminole,RE/MAX 200 Realty
"USD $2,350 per month","3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",House,Active,,445.15 m2,146.69 m2,Other,Hillsborough,Align Right Realty
"USD $8,300 per month","4 bedroom(s), 5 bathroom(s), 1 livingroom(s)",House,Active,,"2,104.37 m2",307.42 m2,Other,Hillsborough,Smith & Associates Real Estate
"USD $2,885 per month",,Other,Active,,"6,555.91 m2","2,862.90 m2",Other,Orange,LoKation Real Estate
"USD $1,550 per month","2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Apartment,Active,,40.47 m2,91.14 m2,Other,Polk,LA ROSA REALTY KISSIMMEE
"USD $2,150 per month","3 bedroom(s), 3 bathroom(s)",Townhouse,Active,,161.87 m2,145.49 m2,Other,Pasco,Keller Williams Tampa Properties
"USD $3,700 per month","3 bedroom(s), 3 bathroom(s)",Townhouse,Active,,121.41 m2,135.82 m2,Other,Pinellas,Smith & Associates Real Estate
"USD $1,300 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,,,80.55 m2,Other,Hillsborough,PEOPLE'S CHOICE REALTY SERVICES LLC
"USD $2,400 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,890.31 m2,162.39 m2,Other,Sarasota,"Ryntal, LLC"
"USD $1,800 per month","3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",House,Active,,930.78 m2,163.32 m2,Other,Marion,Century 21 Affiliates
"USD $2,200 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,,,96.99 m2,Other,Hillsborough,Pineywoods Realty LLC
"USD $1,825 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,,,122.26 m2,Other,Sarasota,Lindsay Leasing LLC
